primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,class_name,inat_taxon_id,author,license,rating,url,filename,collection
osprey,[],['call'],56.1736,46.0659,Pandion haliaetus,Osprey,Aves,116999.0,Albert Lastukhin,by-nc-sa,4.0,https://xeno-canto.org/272312/download,train_audio/osprey/XC272312.ogg,XC
socfly1,[],[],20.5138,-97.4619,Myiozetetes similis,Social Flycatcher,Aves,16842.0,pozaricaalnatural,cc-by-nc,0.0,https://static.inaturalist.org/sounds/571273.wav?1670539308,train_audio/socfly1/iNat571273.ogg,iNat
stbwoo2,[],['song'],-0.4714,-76.4603,Dendroplex picus,Straight-billed Woodcreeper,Aves,72806.0,Allen T. Chartier,by-nc-sa,3.0,https://xeno-canto.org/10040/download,train_audio/stbwoo2/XC10040.ogg,XC
roahaw,[],['song'],5.13,-74.5667,Rupornis magnirostris,Roadside Hawk,Aves,201041.0,Andres Angulo ,by-nc-sa,4.0,https://xeno-canto.org/390628/download,train_audio/roahaw/XC390628.ogg,XC
gycwor1,[],['song'],9.0095,-79.4684,Aramides cajaneus,Grey-cowled Wood Rail,Aves,513889.0,Kent Livezey,by-nc-sa,4.0,https://xeno-canto.org/558002/download,train_audio/gycwor1/XC558002.ogg,XC
grekis,[],[],20.7064,-103.3361,Pitangus sulphuratus,Great Kiskadee,Aves,16956.0,Efraín Octavio Aguilar Pérez,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1288212.wav?1737235060,train_audio/grekis/iNat1288212.ogg,iNat
rubthr1,[],[],-26.8483,-49.1229,Turdus rufiventris,Rufous-bellied Thrush,Aves,12738.0,Liu Idárraga Orozco,cc-by-nc,0.0,https://static.inaturalist.org/sounds/810356.m4a?1694429572,train_audio/rubthr1/iNat810356.ogg,iNat
varant1,"['swtman1', 'banana', 'yeofly1']",[],-14.6641,-40.2231,Thamnophilus caerulescens,Variable Antshrike,Aves,15757.0,Mateus Gonçalves Santos,by-nc-sa,4.5,https://xeno-canto.org/829404/download,train_audio/varant1/XC829404.ogg,XC
244024,[],[],-8.367,-35.9867,Quesada gigas,Giant Cicada,Insecta,244024.0,Basílio Maciel,cc-by-nc-sa,0.0,https://static.inaturalist.org/sounds/55999.m4a?1580198771,train_audio/244024/iNat55999.ogg,iNat
scther1,"['swtman1', 'spbant3']",['song'],-24.2667,-48.3834,Phaethornis eurynome,Scale-throated Hermit,Aves,5622.0,Jeremy Minns,by-nc-sa,4.5,https://xeno-canto.org/232804/download,train_audio/scther1/XC232804.ogg,XC
crbthr1,['batbel1'],['call'],-23.3309,-45.1566,Turdus amaurochalinus,Creamy-bellied Thrush,Aves,12710.0,GABRIEL LEITE,by-nc-sa,2.5,https://xeno-canto.org/118517/download,train_audio/crbthr1/XC118517.ogg,XC
horscr1,[],[],-2.4956,-79.5477,Anhima cornuta,Horned Screamer,Aves,6908.0,Dan Vickers,cc0,0.0,https://static.inaturalist.org/sounds/1618454.m4a?1756411172,train_audio/horscr1/iNat1618454.ogg,iNat
roahaw,[],[],4.6124,-74.3651,Rupornis magnirostris,Roadside Hawk,Aves,201041.0,GERMAN LEONEL SARMIENTO CRUZ,cc-by,0.0,https://static.inaturalist.org/sounds/313427.wav?1633517884,train_audio/roahaw/iNat313427.ogg,iNat
grekis,[],['song'],12.6333,-87.1362,Pitangus sulphuratus,Great Kiskadee,Aves,16956.0,Orlando Jarquín G.,by-nc-sa,5.0,https://xeno-canto.org/270494/download,train_audio/grekis/XC270494.ogg,XC
rubthr1,[],"['begging call', ' subsong']",-25.0719,-58.141,Turdus rufiventris,Rufous-bellied Thrush,Aves,12738.0,Franco Vushurovich,by-nc-sa,5.0,https://xeno-canto.org/648127/download,train_audio/rubthr1/XC648127.ogg,XC
bobfly1,[],['dawn song'],17.1011,-89.0494,Megarynchus pitangua,Boat-billed Flycatcher,Aves,16737.0,Paul Driver,by-nc-sa,5.0,https://xeno-canto.org/797569/download,train_audio/bobfly1/XC797569.ogg,XC
shtnig1,[],['song'],-16.6003,-49.2802,Lurocalis semitorquatus,Short-tailed Nighthawk,Aves,19645.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.0,https://xeno-canto.org/505156/download,train_audio/shtnig1/XC505156.ogg,XC
grekis,[],['alarm call'],-0.523,-76.438,Pitangus sulphuratus,Great Kiskadee,Aves,16956.0,John V. Moore,by-nc-sa,5.0,https://xeno-canto.org/258974/download,train_audio/grekis/XC258974.ogg,XC
strher2,[],['flight call'],-18.002,-40.381,Butorides striata,Striated Heron,Aves,62528.0,Fernando Igor de Godoy,by-nc-sa,3.0,https://xeno-canto.org/422990/download,train_audio/strher2/XC422990.ogg,XC
rutjac1,[],['song'],-12.6112,-41.3758,Galbula ruficauda,Rufous-tailed Jacamar,Aves,1468.0,Ciro Albano,by-nc-sa,5.0,https://xeno-canto.org/578494/download,train_audio/rutjac1/XC578494.ogg,XC
bobfly1,[],[],10.495,-66.8924,Megarynchus pitangua,Boat-billed Flycatcher,Aves,16737.0,Alejandro Luy,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1233345.mp3?1729376435,train_audio/bobfly1/iNat1233345.ogg,iNat
swtman1,[],[],-25.851,-53.9664,Chiroxiphia caudata,Swallow-tailed Manakin,Aves,14306.0,Unknown,cc-by-nc,0.0,https://static.inaturalist.org/sounds/566157.wav?1669213731,train_audio/swtman1/iNat566157.ogg,iNat
bkhpar,[],[],26.6119,-80.037,Aratinga nenday,Nanday Parakeet,Aves,367562.0,pepperjackb,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1264948.m4a?1733766689,train_audio/bkhpar/iNat1264948.ogg,iNat
sobtyr1,[],['song'],9.1332,-79.7195,Camptostoma obsoletum,Southern Beardless Tyrannulet,Aves,16972.0,Dominic Garcia-Hall,by-nc-sa,4.0,https://xeno-canto.org/336333/download,train_audio/sobtyr1/XC336333.ogg,XC
chvcon1,[],"['call', ' song']",-5.7717,-47.4806,Conirostrum speciosum,Chestnut-vented Conebill,Aves,10013.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,5.0,https://xeno-canto.org/1034730/download,train_audio/chvcon1/XC1034730.ogg,XC
bncfly,[],['call'],-14.917,-51.0755,Myiarchus tyrannulus,Brown-crested Flycatcher,Aves,16016.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,4.0,https://xeno-canto.org/884421/download,train_audio/bncfly/XC884421.ogg,XC
bucpar,[],[],38.7148,-9.1591,Thectocercus acuticaudatus,Blue-crowned Parakeet,Aves,367564.0,ben_tk,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1014666.wav?1714753870,train_audio/bucpar/iNat1014666.ogg,iNat
bunibi1,[],['song'],4.1809,-72.9136,Theristicus caudatus,Buff-necked Ibis,Aves,3766.0,Oswaldo Cortes,by-nc-sa,5.0,https://xeno-canto.org/127627/download,train_audio/bunibi1/XC127627.ogg,XC
greant1,"['greant1', 'yecpar']",['song'],-16.6003,-49.2802,Taraba major,Great Antshrike,Aves,15957.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.5,https://xeno-canto.org/518785/download,train_audio/greant1/XC518785.ogg,XC
sofspi1,[],[],-31.608,-60.7249,Synallaxis frontalis,Sooty-fronted Spinetail,Aves,10996.0,Eduardo Luis Beltrocco,cc-by,0.0,https://static.inaturalist.org/sounds/537724.m4a?1663516387,train_audio/sofspi1/iNat537724.ogg,iNat
squcuc1,[],"['call', ' alternative call']",10.0573,-84.4965,Piaya cayana,Common Squirrel-Cuckoo,Aves,1758.0,Enrique Varela,by-nc-sa,3.0,https://xeno-canto.org/538049/download,train_audio/squcuc1/XC538049.ogg,XC
trsowl,[],['song'],4.8065,-75.6866,Megascops choliba,Tropical Screech Owl,Aves,19788.0,Jaime Suárez ,by-nc-sa,5.0,https://xeno-canto.org/998160/download,train_audio/trsowl/XC998160.ogg,XC
plcjay1,[],['song'],-21.8625,-49.643,Cyanocorax chrysops,Plush-crested Jay,Aves,8484.0,Fernando Igor de Godoy,by-nc-sa,4.0,https://xeno-canto.org/186204/download,train_audio/plcjay1/XC186204.ogg,XC
trokin,[],[],20.7467,-105.3282,Tyrannus melancholicus,Tropical Kingbird,Aves,16787.0,Carlos Martínez,cc-by,0.0,https://static.inaturalist.org/sounds/1436874.wav?1746274653,train_audio/trokin/iNat1436874.ogg,iNat
sofspi1,[],[],-29.9878,-61.2448,Synallaxis frontalis,Sooty-fronted Spinetail,Aves,10996.0,Eduardo Luis Beltrocco,cc-by,0.0,https://static.inaturalist.org/sounds/692709.m4a?1683835504,train_audio/sofspi1/iNat692709.ogg,iNat
houspa,[],['uncertain'],51.9188,-8.4546,Passer domesticus,House Sparrow,Aves,13858.0,Colm Philpott,by-nc-sa,3.0,https://xeno-canto.org/1070372/download,train_audio/houspa/XC1070372.ogg,XC
fepowl,[],['song'],-31.7505,-52.2292,Glaucidium brasilianum,Ferruginous Pygmy Owl,Aves,19822.0,Fernando Jacobs,by-nc-sa,5.0,https://xeno-canto.org/308565/download,train_audio/fepowl/XC308565.ogg,XC
thlwre1,[],"['call', ' calls']",-0.548,-76.041,Campylorhynchus turdinus,Thrush-like Wren,Aves,7480.0,John V. Moore,by-nc-sa,5.0,https://xeno-canto.org/259295/download,train_audio/thlwre1/XC259295.ogg,XC
yebela1,[],['song'],8.685,-83.6679,Elaenia flavogaster,Yellow-bellied Elaenia,Aves,16714.0,Steve Hampton,by-nc-sa,4.0,https://xeno-canto.org/540223/download,train_audio/yebela1/XC540223.ogg,XC
relser1,['yecpar'],['song'],-22.1715,-44.8762,Cariama cristata,Red-legged Seriema,Aves,14.0,Ricardo José Mitidieri,by-nc-sa,3.5,https://xeno-canto.org/880956/download,train_audio/relser1/XC880956.ogg,XC
41970,[],['call'],-1.7939,-77.8101,Panthera onca,Jaguar,Mammalia,41970.0,Cedric Mroczko,by-nc-sa,2.0,https://xeno-canto.org/564865/download,train_audio/41970/XC564865.ogg,XC
yecpar,[],['song'],-11.6967,-55.7182,Brotogeris chiriri,Yellow-chevroned Parakeet,Aves,19215.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,5.0,https://xeno-canto.org/754397/download,train_audio/yecpar/XC754397.ogg,XC
rufhor2,[],[],-35.6469,-59.6238,Furnarius rufus,Rufous Hornero,Aves,11275.0,Geografiaargentina,cc-by-nc,0.0,https://static.inaturalist.org/sounds/135527.mp3?1599785680,train_audio/rufhor2/iNat135527.ogg,iNat
shtnig1,[],['flight call'],4.7216,-52.3073,Lurocalis semitorquatus,Short-tailed Nighthawk,Aves,19645.0,Brice de la Croix,by-nc-sa,3.0,https://xeno-canto.org/539729/download,train_audio/shtnig1/XC539729.ogg,XC
greela,['yeofly1'],"['call', ' song']",6.5574,-75.8579,Myiopagis viridicata,Greenish Elaenia,Aves,16892.0,Andres Angulo ,by-nc-sa,4.5,https://xeno-canto.org/433516/download,train_audio/greela/XC433516.ogg,XC
rufnig1,[],['song'],-29.672,-52.4204,Antrostomus rufus,Rufous Nightjar,Aves,201066.0,Samuel Lopes Oliveira,by-nc-sa,5.0,https://xeno-canto.org/141508/download,train_audio/rufnig1/XC141508.ogg,XC
rufhor2,"['batbel1', 'grekis']",['song'],-23.3461,-56.3153,Furnarius rufus,Rufous Hornero,Aves,11275.0,Fabrice Schmitt,by-nc-sa,3.5,https://xeno-canto.org/614651/download,train_audio/rufhor2/XC614651.ogg,XC
whtdov,[],[],25.6328,-100.2063,Leptotila verreauxi,White-tipped Dove,Aves,3280.0,David Hurtado,cc0,0.0,https://static.inaturalist.org/sounds/780182.m4a?1690580752,train_audio/whtdov/iNat780182.ogg,iNat
bucmot4,[],['song'],5.1567,-52.6698,Momotus momota,Amazonian Motmot,Aves,204447.0,Brice de la Croix,by-nc-sa,3.0,https://xeno-canto.org/450528/download,train_audio/bucmot4/XC450528.ogg,XC
bkcdon,[],['song'],-19.2667,-57.0167,Donacobius atricapilla,Black-capped Donacobius,Aves,116877.0,Gabriel Rosa,by-nc-sa,4.0,https://xeno-canto.org/192741/download,train_audio/bkcdon/XC192741.ogg,XC
thlwre1,[],['call'],-10.7834,-75.2834,Campylorhynchus turdinus,Thrush-like Wren,Aves,7480.0,Nick Athanas,by-nc-sa,5.0,https://xeno-canto.org/20686/download,train_audio/thlwre1/XC20686.ogg,XC
compau,[],['song'],17.1543,-88.8522,Nyctidromus albicollis,Pauraque,Aves,19627.0,Paul Driver,by-nc-sa,4.0,https://xeno-canto.org/796934/download,train_audio/compau/XC796934.ogg,XC
socfly1,[],['call'],-23.59,-46.66,Myiozetetes similis,Social Flycatcher,Aves,16842.0,Antonio Silveira,by-nc-sa,4.0,https://xeno-canto.org/181682/download,train_audio/socfly1/XC181682.ogg,XC
banana,[],['song'],-26.2692,-48.9527,Coereba flaveola,Bananaquit,Aves,10199.0,Alexandre Bianco,by-nc-sa,3.0,https://xeno-canto.org/122402/download,train_audio/banana/XC122402.ogg,XC
strcuc1,[],[],-22.9336,-46.9996,Tapera naevia,Striped Cuckoo,Aves,1989.0,José Valério,cc-by-nc,0.0,https://static.inaturalist.org/sounds/294843.m4a?1629578886,train_audio/strcuc1/iNat294843.ogg,iNat
bbwduc,[],[],32.7978,-96.9558,Dendrocygna autumnalis,Black-bellied Whistling Duck,Aves,6893.0,Bridget McCall,cc-by-nc-sa,0.0,https://static.inaturalist.org/sounds/1358238.wav?1743569286,train_audio/bbwduc/iNat1358238.ogg,iNat
palhor3,[],['call'],-12.3992,-70.702,Furnarius leucopus,Pale-legged Hornero,Aves,11281.0,Dan Lane,by-nc-sa,3.0,https://xeno-canto.org/299104/download,train_audio/palhor3/XC299104.ogg,XC
strowl1,[],"['alarm call', ' song']",-16.6003,-49.2802,Asio clamator,Striped Owl,Aves,558468.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.0,https://xeno-canto.org/500044/download,train_audio/strowl1/XC500044.ogg,XC
pabspi1,[],['song'],-9.2856,-50.0142,Synallaxis albescens,Pale-breasted Spinetail,Aves,10999.0,Dante Buzzetti,by-nc-sa,4.0,https://xeno-canto.org/799750/download,train_audio/pabspi1/XC799750.ogg,XC
bbwduc,[],['flight call'],-3.1025,-60.1677,Dendrocygna autumnalis,Black-bellied Whistling Duck,Aves,6893.0,GABRIEL LEITE,by-nc-sa,4.0,https://xeno-canto.org/340170/download,train_audio/bbwduc/XC340170.ogg,XC
toctou1,"['recfin1', 'orwpar', 'saffin']",['song'],-16.5631,-49.285,Ramphastos toco,Toco Toucan,Aves,18793.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,4.5,https://xeno-canto.org/777732/download,train_audio/toctou1/XC777732.ogg,XC
baffal1,[],['song'],-22.372,-44.8189,Micrastur ruficollis,Barred Forest-Falcon,Aves,4699.0,Kassius Santos,by-nc-sa,5.0,https://xeno-canto.org/192816/download,train_audio/baffal1/XC192816.ogg,XC
whbwar2,[],['song'],-27.1611,-53.7544,Myiothlypis leucoblephara,White-browed Warbler,Aves,201224.0,Kauê Werner,by-nc-sa,5.0,https://xeno-canto.org/982862/download,train_audio/whbwar2/XC982862.ogg,XC
rufcas2,[],['song'],-22.1931,-63.9445,Casiornis rufus,Rufous Casiornis,Aves,17102.0,Bernabe Lopez-Lanus,by-nc-sa,5.0,https://xeno-canto.org/50745/download,train_audio/rufcas2/XC50745.ogg,XC
rumfly1,[],['call'],4.7216,-52.3073,Myiozetetes cayanensis,Rusty-margined Flycatcher,Aves,16833.0,Brice de la Croix,by-nc-sa,4.0,https://xeno-canto.org/410473/download,train_audio/rumfly1/XC410473.ogg,XC
greant1,[],['song'],-27.1453,-58.8418,Taraba major,Great Antshrike,Aves,15957.0,Rosendo Manuel Fraga,by-nc-sa,5.0,https://xeno-canto.org/469651/download,train_audio/greant1/XC469651.ogg,XC
barant1,[],['song'],11.1009,-74.072,Thamnophilus doliatus,Barred Antshrike,Aves,15764.0,Niels Krabbe,by-nc-sa,5.0,https://xeno-canto.org/236205/download,train_audio/barant1/XC236205.ogg,XC
sabspa1,[],['song'],-22.2493,-49.9663,Arremon flavirostris,Saffron-billed Sparrow,Aves,10064.0,Marcelo Jordani Feliti,by-nc-sa,5.0,https://xeno-canto.org/433830/download,train_audio/sabspa1/XC433830.ogg,XC
grasal3,[],['duet'],-9.2856,-50.0142,Saltator coerulescens,Bluish-grey Saltator,Aves,9850.0,Dante Buzzetti,by-nc-sa,4.0,https://xeno-canto.org/720774/download,train_audio/grasal3/XC720774.ogg,XC
shshaw,[],['call'],45.5009,-73.5892,Accipiter striatus,Sharp-shinned Hawk,Aves,5097.0,William von Herff,by-nc-sa,3.0,https://xeno-canto.org/445080/download,train_audio/shshaw/XC445080.ogg,XC
brnowl,[],['call'],-24.1029,-52.3171,Tyto furcata,American Barn Owl,Aves,1578502.0,Luiz C.  Silva,by-nc-sa,5.0,https://xeno-canto.org/602440/download,train_audio/brnowl/XC602440.ogg,XC
gycwor1,[],['call'],-9.5975,-55.9325,Aramides cajaneus,Grey-cowled Wood Rail,Aves,513889.0,Bobby Wilcox,by-nc-sa,3.0,https://xeno-canto.org/435850/download,train_audio/gycwor1/XC435850.ogg,XC
trsowl,[],[],-31.8413,-60.5173,Megascops choliba,Tropical Screech Owl,Aves,19788.0,Sebastián,cc-by-nc,0.0,https://static.inaturalist.org/sounds/838948.m4a?1698620656,train_audio/trsowl/iNat838948.ogg,iNat
smbani,[],['song'],4.7014,-75.6411,Crotophaga ani,Smooth-billed Ani,Aves,1971.0,Oscar Humberto Marín Gómez,by-nc-sa,5.0,https://xeno-canto.org/240064/download,train_audio/smbani/XC240064.ogg,XC
greani1,[],['call'],-9.8112,-50.1683,Crotophaga major,Greater Ani,Aves,1970.0,Dante Buzzetti,by-nc-sa,4.0,https://xeno-canto.org/646804/download,train_audio/greani1/XC646804.ogg,XC
saffin,['pirfly1'],['song'],-18.9287,-51.679,Sicalis flaveola,Saffron Finch,Aves,9864.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,4.5,https://xeno-canto.org/863720/download,train_audio/saffin/XC863720.ogg,XC
socfly1,[],[],22.3589,-97.9117,Myiozetetes similis,Social Flycatcher,Aves,16842.0,AG GM,cc-by-nc,0.0,https://static.inaturalist.org/sounds/346585.mp3?1642234745,train_audio/socfly1/iNat346585.ogg,iNat
brnowl,[],[],42.5242,-122.8247,Tyto furcata,American Barn Owl,Aves,1578502.0,Cat Kizer,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1451491.wav?1746836836,train_audio/brnowl/iNat1451491.ogg,iNat
eulfly1,"['tattin1', 'plcjay1']",['dawn song'],-24.665,-65.377,Lathrotriccus euleri,Euler's Flycatcher,Aves,17231.0,Niels Krabbe,by-nc-sa,3.5,https://xeno-canto.org/288813/download,train_audio/eulfly1/XC288813.ogg,XC
litcuc2,[],"['call', ' song']",-0.4383,-76.2791,Coccycua minuta,Little Cuckoo,Aves,72740.0,Jerome Fischer,by-nc-sa,4.0,https://xeno-canto.org/480090/download,train_audio/litcuc2/XC480090.ogg,XC
sobcac1,[],['song'],-19.5501,-62.5623,Cacicus solitarius,Solitary Cacique,Aves,10365.0,Sjoerd Mayer,by-nc-sa,4.0,https://xeno-canto.org/2624/download,train_audio/sobcac1/XC2624.ogg,XC
smbani,[],['call'],-22.6771,-47.9831,Crotophaga ani,Smooth-billed Ani,Aves,1971.0,GABRIEL LEITE,by-nc-sa,3.0,https://xeno-canto.org/123195/download,train_audio/smbani/XC123195.ogg,XC
tattin1,[],['song'],-12.4133,-45.0003,Crypturellus tataupa,Tataupa Tinamou,Aves,20587.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,4.0,https://xeno-canto.org/898457/download,train_audio/tattin1/XC898457.ogg,XC
bbwduc,['limpki'],"['call', ' song', ' call and song in flight']",-2.427,-79.605,Dendrocygna autumnalis,Black-bellied Whistling Duck,Aves,6893.0,John V. Moore,by-nc-sa,4.5,https://xeno-canto.org/257271/download,train_audio/bbwduc/XC257271.ogg,XC
brnowl,[],['song'],0.4156,-78.1778,Tyto furcata,American Barn Owl,Aves,1578502.0,Nicole Alfaro Ponce,by-nc-sa,3.0,https://xeno-canto.org/418684/download,train_audio/brnowl/XC418684.ogg,XC
eulfly1,[],['call'],3.5834,-53.2167,Lathrotriccus euleri,Euler's Flycatcher,Aves,17231.0,Paul Lenrumé,by-nc-sa,4.0,https://xeno-canto.org/634905/download,train_audio/eulfly1/XC634905.ogg,XC
relser1,[],['duet'],-20.5751,-51.857,Cariama cristata,Red-legged Seriema,Aves,14.0,Dante Buzzetti,by-nc-sa,5.0,https://xeno-canto.org/1003080/download,train_audio/relser1/XC1003080.ogg,XC
bncfly,[],['call'],-8.8322,-42.5476,Myiarchus tyrannulus,Brown-crested Flycatcher,Aves,16016.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.0,https://xeno-canto.org/974308/download,train_audio/bncfly/XC974308.ogg,XC
soulap1,"['wfwduc1', 'bbwduc']","['alarm call', ' song']",-16.6003,-49.2802,Vanellus chilensis,Southern Lapwing,Aves,4867.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.5,https://xeno-canto.org/690730/download,train_audio/soulap1/XC690730.ogg,XC
shshaw,[],['flight call'],32.7073,-116.5139,Accipiter striatus,Sharp-shinned Hawk,Aves,5097.0,Paul Marvin,by-nc-sa,4.0,https://xeno-canto.org/939383/download,train_audio/shshaw/XC939383.ogg,XC
ruftof1,"['whtdov', 'yecpar', 'ashgre1', 'grekis', 'scadov1']","['call', ' song']",-9.2431,-49.9641,Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,Aves,17026.0,Jeremy Minns,by-nc-sa,3.5,https://xeno-canto.org/81726/download,train_audio/ruftof1/XC81726.ogg,XC
sibtan2,[],['call'],-7.3499,-48.2929,Ramphocelus carbo,Silver-beaked Tanager,Aves,10056.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,5.0,https://xeno-canto.org/816919/download,train_audio/sibtan2/XC816919.ogg,XC
saffin,[],['song'],-20.8004,-42.8884,Sicalis flaveola,Saffron Finch,Aves,9864.0,Noé Eiterer,by-nc-sa,4.0,https://xeno-canto.org/113880/download,train_audio/saffin/XC113880.ogg,XC
bucmot4,[],[],-2.9666,-60.7402,Momotus momota,Amazonian Motmot,Aves,204447.0,providenceplus,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1214262.wav?1727461272,train_audio/bucmot4/iNat1214262.ogg,iNat
pluibi1,['chobla1'],"['call', ' calls', ' pair']",-16.9398,-56.8834,Theristicus caerulescens,Plumbeous Ibis,Aves,3768.0,Allen T. Chartier,by-nc-sa,3.5,https://xeno-canto.org/9614/download,train_audio/pluibi1/XC9614.ogg,XC
strher2,['pabspi1'],['song'],-10.7342,-49.8559,Butorides striata,Striated Heron,Aves,62528.0,GABRIEL LEITE,by-nc-sa,3.5,https://xeno-canto.org/119208/download,train_audio/strher2/XC119208.ogg,XC
schpar1,[],['flight call'],-19.3432,-43.5731,Pionus maximiliani,Scaly-headed Parrot,Aves,19094.0,Dante Buzzetti,by-nc-sa,4.0,https://xeno-canto.org/1017641/download,train_audio/schpar1/XC1017641.ogg,XC
orbtro3,[],[],-16.5029,-56.6788,Icterus croconotus,Orange-backed Troupial,Aves,62564.0,Jennifer Rycenga,cc-by,0.0,https://static.inaturalist.org/sounds/514476.wav?1659651616,train_audio/orbtro3/iNat514476.ogg,iNat
banana,[],['song'],-17.468,-63.661,Coereba flaveola,Bananaquit,Aves,10199.0,Sjoerd Mayer,by-nc-sa,4.0,https://xeno-canto.org/2593/download,train_audio/banana/XC2593.ogg,XC
osprey,[],[],20.4104,-100.0779,Pandion haliaetus,Osprey,Aves,116999.0,Alvaro Rojas (brújula de aves),cc-by-nc,0.0,https://static.inaturalist.org/sounds/1231784.wav?1729204865,train_audio/osprey/iNat1231784.ogg,iNat
barant1,['sibtan2'],['call'],-14.0858,-50.8244,Thamnophilus doliatus,Barred Antshrike,Aves,15764.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,3.5,https://xeno-canto.org/837975/download,train_audio/barant1/XC837975.ogg,XC
sobcac1,[],"['call', ' calls']",-0.498,-76.373,Cacicus solitarius,Solitary Cacique,Aves,10365.0,John V. Moore,by-nc-sa,5.0,https://xeno-canto.org/259978/download,train_audio/sobcac1/XC259978.ogg,XC
crbthr1,[],['song'],-25.6558,-61.9969,Turdus amaurochalinus,Creamy-bellied Thrush,Aves,12710.0,Niels Krabbe,by-nc-sa,5.0,https://xeno-canto.org/687807/download,train_audio/crbthr1/XC687807.ogg,XC
bobfly1,[],[],-24.0307,-52.3492,Megarynchus pitangua,Boat-billed Flycatcher,Aves,16737.0,Paulo C. O. Cunha,cc-by,0.0,https://static.inaturalist.org/sounds/1544850.wav?1751090379,train_audio/bobfly1/iNat1544850.ogg,iNat
fepowl,[],[],10.6531,-61.4196,Glaucidium brasilianum,Ferruginous Pygmy Owl,Aves,19822.0,Dr M Chin Sue Min,cc-by-nc,0.0,https://static.inaturalist.org/sounds/308577.m4a?1632403612,train_audio/fepowl/iNat308577.ogg,iNat
coffal1,[],[],15.7557,-96.1575,Micrastur semitorquatus,Collared Forest-Falcon,Aves,4698.0,Unknown,cc-by-nc,0.0,https://static.inaturalist.org/sounds/550264.m4a?1665879102,train_audio/coffal1/iNat550264.ogg,iNat
limpki,[],[],29.367,-95.6146,Aramus guarauna,Limpkin,Aves,7.0,Shannon @DirtNKids,cc-by-nc,0.0,https://static.inaturalist.org/sounds/370036.m4a?1647187271,train_audio/limpki/iNat370036.ogg,iNat
phecuc1,[],[],-4.9401,-43.3267,Dromococcyx phasianellus,Pheasant Cuckoo,Aves,1982.0,Christoph Moning,cc-by,0.0,https://static.inaturalist.org/sounds/1243722.mp3?1730654559,train_audio/phecuc1/iNat1243722.ogg,iNat
banana,[],[],-23.4668,-46.5366,Coereba flaveola,Bananaquit,Aves,10199.0,Rafael Fernandes,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1496209.m4a?1748694021,train_audio/banana/iNat1496209.ogg,iNat
yebela1,[],['call'],20.4998,-86.8459,Elaenia flavogaster,Yellow-bellied Elaenia,Aves,16714.0,Bill Pyle,by-nc-sa,3.0,https://xeno-canto.org/964423/download,train_audio/yebela1/XC964423.ogg,XC
squcuc1,[],['song'],9.0095,-79.4684,Piaya cayana,Common Squirrel-Cuckoo,Aves,1758.0,Kent Livezey,by-nc-sa,4.0,https://xeno-canto.org/440534/download,train_audio/squcuc1/XC440534.ogg,XC
blttit1,[],['call'],1.4898,-75.6801,Tityra cayana,Black-tailed Tityra,Aves,8830.0,Mauricio Cuéllar-Ramírez,by-nc-sa,3.0,https://xeno-canto.org/549997/download,train_audio/blttit1/XC549997.ogg,XC
bncfly,[],[],21.1617,-86.8516,Myiarchus tyrannulus,Brown-crested Flycatcher,Aves,16016.0,elpatitojuan,cc-by-nc,0.0,https://static.inaturalist.org/sounds/228934.m4a?1621644705,train_audio/bncfly/iNat228934.ogg,iNat
ragmac1,[],['call'],7.5591,-60.9225,Ara chloropterus,Red-and-green Macaw,Aves,19016.0,Joe Klaiber,by-nc-sa,4.0,https://xeno-canto.org/247084/download,train_audio/ragmac1/XC247084.ogg,XC
saffin,[],['call'],-27.9514,-49.9345,Sicalis flaveola,Saffron Finch,Aves,9864.0,JAYRSON ARAUJO DE OLIVEIRA,by-nc-sa,5.0,https://xeno-canto.org/725026/download,train_audio/saffin/XC725026.ogg,XC
souant1,[],['song'],-22.4508,-42.7735,Corythopis delalandi,Southern Antpipit,Aves,17264.0,Ricardo José Mitidieri,by-nc-sa,2.0,https://xeno-canto.org/312884/download,train_audio/souant1/XC312884.ogg,XC
